LoanX ID,Mark Date,Bid,Offer,Depth,Evaluated Price,Close Bid,Close Offer,Close Date,Contributed
"LX124429","2020-09-03","63","73","1","68","63","73","2020-09-03","N"
"LX124430","2020-09-03","63","73","1","68","63","73","2020-09-03","N"
"LX125627","2020-09-03","0.75","1.75","1","1.25","0.75","1.75","2020-09-03","N"
"LX125628","2020-09-03","0.75","1.75","1","1.25","0.75","1.75","2020-09-03","N"
"LX126189","2020-09-03","90","95","1","92.5","90","95","2020-09-03","N"
"LX126434","2020-09-03","60","65","1","62.5","60","65","2020-09-03","N"
"LX126435","2020-09-03","60","65","1","62.5","60","65","2020-09-03","N"
"LX126436","2020-09-03","60","65","1","62.5","60","65","2020-09-03","N"
"LX126446","2020-09-03","98.18","99.18","implied","98.68","98.18","99.18","2020-09-03","N"
"LX126612","2020-09-03","0.75","1.75","1","1.25","0.75","1.75","2020-09-03","N"
"LX126631","2020-09-03","0.95","1.1","1","1.025","0.95","1.1","2020-09-03","N"
"LX126904","2020-09-03","98.258","98.826","3","98.542","98.258","98.826","2020-09-03","N"
"LX126958","2020-09-03","10","20","1","15","10","20","2020-09-03","N"
"LX126959","2020-09-03","5","15","1","10","5","15","2020-09-03","N"
"LX127086","2020-09-03","2.22","2.23","1","2.225","2.22","2.23","2020-09-03","N"
"LX127098","2020-09-03","96","96.5","1","96.25","96","96.5","2020-09-03","N"
"LX127302","2020-09-03","99.5","100","1","99.75","99.5","100","2020-09-03","N"
"LX127554","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX127555","2020-09-03","93.873","94.873","implied","94.373","93.873","94.873","2020-09-03","N"
"LX127644","2020-09-03","0.6","0.875","2","0.7375","0.6","0.875","2020-09-03","N"
"LX127645","2020-09-03","0.6","0.875","2","0.7375","0.6","0.875","2020-09-03","N"
"LX127674","2020-09-03","99.25","100.25","1","99.75","99.25","100.25","2020-09-03","N"
"LX127712","2020-09-03","90","92","1","91","90","92","2020-09-03","N"
"LX127779","2020-09-03","0.01","0.05","1","0.03","0.01","0.05","2020-09-03","N"
"LX127780","2020-09-03","0.1","1","1","0.55","0.1","1","2020-09-03","N"
"LX128124","2020-09-03","35","40","4","37.5","35","40","2020-09-03","N"
"LX128136","2020-09-03","7","8","1","7.5","7","8","2020-09-03","N"
"LX128137","2020-09-03","0.1","0.15","1","0.125","0.1","0.15","2020-09-03","N"
"LX128262","2020-09-03","88","90","1","89","88","90","2020-09-03","N"
"LX128339","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX128340","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX128462","2020-09-03","99.25","100","1","99.625","99.25","100","2020-09-03","N"
"LX128463","2020-09-03","98.807","99.682","implied","99.2445","98.807","99.682","2020-09-03","N"
"LX128543","2020-09-03","0.75","1.75","1","1.25","0.75","1.75","2020-09-03","N"
"LX128719","2020-09-03","1","5","1","3","1","5","2020-09-03","N"
"LX128720","2020-09-03","1","5","1","3","1","5","2020-09-03","N"
"LX128842","2020-09-03","18","20","1","19","18","20","2020-09-03","N"
"LX128862","2020-09-03","5.333","8","3","6.6665","5.333","8","2020-09-03","N"
"LX128884","2020-09-03","98.807","99.682","implied","99.2445","98.807","99.682","2020-09-03","N"
"LX128917","2020-09-03","97.586","98.399","implied","97.977","97.571","98.383","2020-09-03","N"
"LX129132","2020-09-03","95.5","96.5","1","96","95.5","96.5","2020-09-03","N"
"LX129146","2020-09-03","99.5","100","1","99.75","99.5","100","2020-09-03","N"
"LX129284","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX129656","2020-09-03","5","15","1","10","5","15","2020-09-03","N"
"LX129839","2020-09-03","99.5","100","1","99.75","99.5","100","2020-09-03","N"
"LX129905","2020-09-03","92.9","95","5","93.95","92.9","95","2020-09-03","N"
"LX129907","2020-09-03","84.5","85.5","1","85","84.5","85.5","2020-09-03","N"
"LX129910","2020-09-03","62","72","1","67","62","72","2020-09-03","N"
"LX129911","2020-09-03","98","103","1","100.5","98","103","2020-09-03","N"
"LX130006","2020-09-03","35","40","1","37.5","35","40","2020-09-03","N"
"LX130759","2020-09-03","45","55","1","50","45","55","2020-09-03","N"
"LX130766","2020-09-03","21.125","23.375","4","22.25","21.125","23.375","2020-09-03","N"
"LX131033","2020-09-03","89.5","91.5","1","90.5","89.5","91.5","2020-09-03","N"
"LX131063","2020-09-03","45","55","1","50","45","55","2020-09-03","N"
"LX131070","2020-09-03","97.243","98.118","implied","97.6805","97.243","98.118","2020-09-03","N"
"LX131096","2020-09-03","97.5","99.5","2","98.5","97.5","99.5","2020-09-03","N"
"LX131301","2020-09-03","94.248","94.948","implied","94.598","94.248","94.948","2020-09-03","N"
"LX131473","2020-09-03","99.25","100.25","1","99.75","99.25","100.25","2020-09-03","N"
"LX131507","2020-09-03","76","81","1","78.5","76","81","2020-09-03","N"
"LX131660","2020-09-03","98.807","99.807","implied","99.307","98.807","99.807","2020-09-03","N"
"LX131833","2020-09-03","7","18","1","12.5","7","18","2020-09-03","N"
"LX132080","2020-09-03","99.25","99.75","1","99.5","99.25","99.75","2020-09-03","N"
"LX132154","2020-09-03","98","99","1","98.5","98","99","2020-09-03","N"
"LX132200","2020-09-03","87.417","90.5","3","88.9585","87.417","90.5","2020-09-03","N"
"LX132390","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX132482","2020-09-03","58","61.5","3","59.75","58","61.5","2020-09-03","N"
"LX132580","2020-09-03","22.34","22.39","1","22.365","22.34","22.39","2020-09-03","N"
"LX132585","2020-09-03","11","16","1","13.5","11","16","2020-09-03","N"
"LX132635","2020-09-03","2.16","2.17","1","2.165","2.16","2.17","2020-09-03","N"
"LX132647","2020-09-03","1.45","1.625","2","1.5375","1.45","1.625","2020-09-03","N"
"LX132714","2020-09-03","0.02","0.045","2","0.0325","0.02","0.045","2020-09-03","N"
"LX132726","2020-09-03","0.303","0.32","2","0.3115","0.303","0.32","2020-09-03","N"
"LX133004","2020-09-03","98.667","100.333","3","99.5","98.667","100.333","2020-09-03","N"
"LX133019","2020-09-03","79.792","82.458","3","81.125","79.792","82.458","2020-09-03","N"
"LX133020","2020-09-03","80.125","82.792","3","81.4585","80.125","82.792","2020-09-03","N"
"LX133156","2020-09-03","83","86","1","84.5","83","86","2020-09-03","N"
"LX133157","2020-09-03","78.913","81.913","implied","80.413","78.913","81.913","2020-09-03","N"
"LX133183","2020-09-03","0.142","0.179","1","0.1605","0.142","0.179","2020-09-03","N"
"LX133194","2020-09-03","95","95","1","95","95","95","2020-09-03","N"
"LX133218","2020-09-03","90.125","91.325","10","90.725","90.125","91.325","2020-09-03","N"
"LX133241","2020-09-03","96.5","97","1","96.75","96.5","97","2020-09-03","N"
"LX133243","2020-09-03","93.373","93.873","implied","93.623","93.373","93.873","2020-09-03","N"
"LX133355","2020-09-03","99.75","100.25","1","100","99.75","100.25","2020-09-03","N"
"LX133411","2020-09-03","69.031","72.219","8","70.625","69.031","72.219","2020-09-03","N"
"LX133412","2020-09-03","67","69","implied","68","67","69","2020-09-03","N"
"LX133442","2020-09-03","98.557","99.557","implied","99.057","98.557","99.557","2020-09-03","N"
"LX133451","2020-09-03","13.929","18.089","7","16.009","13.929","18.089","2020-09-03","N"
"LX133474","2020-09-03","96.5","97","1","96.75","96.5","97","2020-09-03","N"
"LX133737","2020-09-03","66.982","70.161","7","68.5715","66.982","70.161","2020-09-03","N"
"LX133738","2020-09-03","5","9","4","7","5","9","2020-09-03","N"
"LX133776","2020-09-03","67","69","1","68","67","69","2020-09-03","N"
"LX133850","2020-09-03","2.5","7.5","1","5","2.5","7.5","2020-09-03","N"
"LX133984","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX134107","2020-09-03","0.01","0.25","1","0.13","0.01","0.25","2020-09-03","N"
"LX134268","2020-09-03","94.842","95.654","implied","95.248","94.842","95.654","2020-09-03","N"
"LX134271","2020-09-03","99.75","100.25","1","100","99.75","100.25","2020-09-03","N"
"LX134289","2020-09-03","22","25","1","23.5","22","25","2020-09-03","N"
"LX134298","2020-09-03","22","28","1","25","22","28","2020-09-03","N"
"LX134301","2020-09-03","22","28","1","25","22","28","2020-09-03","N"
"LX134305","2020-09-03","22","28","1","25","22","28","2020-09-03","N"
"LX134440","2020-09-03","0.01","0.5","1","0.255","0.01","0.5","2020-09-03","N"
"LX134485","2020-09-03","98.063","98.938","2","98.5005","98.063","98.938","2020-09-03","N"
"LX134586","2020-09-03","84.111","86.333","9","85.222","84.111","86.333","2020-09-03","N"
"LX134592","2020-09-03","69.163","72.163","implied","70.663","69.163","72.163","2020-09-03","N"
"LX134639","2020-09-03","90","95","1","92.5","90","95","2020-09-03","N"
"LX134666","2020-09-03","96","96.5","1","96.25","96","96.5","2020-09-03","N"
"LX134757","2020-09-03","96","97","1","96.5","96","97","2020-09-03","N"
"LX134817","2020-09-03","87.9","90.3","5","89.1","87.9","90.3","2020-09-03","N"
"LX134850","2020-09-03","0.01","0.025","1","0.0175","0.01","0.025","2020-09-03","N"
"LX134857","2020-09-03","95.625","96.875","2","96.25","95.625","96.875","2020-09-03","N"
"LX134858","2020-09-03","95.625","96.875","2","96.25","95.625","96.875","2020-09-03","N"
"LX134864","2020-09-03","98.75","100.25","2","99.5","98.75","100.25","2020-09-03","N"
"LX134879","2020-09-03","99","99.875","2","99.4375","99","99.875","2020-09-03","N"
"LX134881","2020-09-03","98.18","99.055","implied","98.6175","98.18","99.055","2020-09-03","N"
"LX134882","2020-09-03","37.667","40","3","38.8335","37.667","40","2020-09-03","N"
"LX134883","2020-09-03","7.5","12.5","2","10","7.5","12.5","2020-09-03","N"
"LX135066","2020-09-03","90.417","92.5","3","91.4585","90.417","92.5","2020-09-03","N"
"LX135147","2020-09-03","60","65","1","62.5","60","65","2020-09-03","N"
"LX135169","2020-09-03","83","86","1","84.5","83","86","2020-09-03","N"
"LX135212","2020-09-03","1.05","1.15","1","1.1","1.05","1.15","2020-09-03","N"
"LX135241","2020-09-03","85","90","1","87.5","85","90","2020-09-03","N"
"LX135245","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX135294","2020-09-03","450","850","1","650","450","850","2020-09-03","N"
"LX135318","2020-09-03","65","67.417","6","66.2085","65","67.417","2020-09-03","N"
"LX135320","2020-09-03","2.75","8.5","8","5.625","2.75","8.5","2020-09-03","N"
"LX135384","2020-09-03","13.659","16.159","11","14.909","13.659","16.159","2020-09-03","N"
"LX135388","2020-09-03","97.68","99.055","implied","98.3675","97.68","99.055","2020-09-03","N"
"LX135425","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX135585","2020-09-03","2","5","1","3.5","2","5","2020-09-03","N"
"LX135615","2020-09-03","95","97","1","96","95","97","2020-09-03","N"
"LX135616","2020-09-03","95","97","1","96","95","97","2020-09-03","N"
"LX135737","2020-09-03","47.625","51.125","4","49.375","47.625","51.125","2020-09-03","N"
"LX135757","2020-09-03","97.875","99.375","3","98.625","97.875","99.375","2020-09-03","N"
"LX135764","2020-09-03","77","80","4","78.5","77","80","2020-09-03","N"
"LX135885","2020-09-03","86","88","1","87","86","88","2020-09-03","N"
"LX135905","2020-09-03","94.667","96","3","95.3335","94.667","96","2020-09-03","N"
"LX135906","2020-09-03","80","86.25","4","83.125","80","86.25","2020-09-03","N"
"LX135908","2020-09-03","25","32.5","2","28.75","25","32.5","2020-09-03","N"
"LX135966","2020-09-03","99.5","100","1","99.75","99.5","100","2020-09-03","N"
"LX135981","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX135984","2020-09-03","95.657","96.657","implied","96.157","95.657","96.657","2020-09-03","N"
"LX136112","2020-09-03","3.525","4.525","5","4.025","3.525","4.525","2020-09-03","N"
"LX136233","2020-09-03","99.5","100","1","99.75","99.5","100","2020-09-03","N"
"LX136235","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX136309","2020-09-03","0.5","1","1","0.75","0.5","1","2020-09-03","N"
"LX136370","2020-09-03","16.104","19.104","6","17.604","16.104","19.104","2020-09-03","N"
"LX136419","2020-09-03","96","96.5","1","96.25","96","96.5","2020-09-03","N"
"LX136422","2020-09-03","96","96.5","1","96.25","96","96.5","2020-09-03","N"
"LX136454","2020-09-03","95","95","1","95","95","95","2020-09-03","N"
"LX136467","2020-09-03","10","20","1","15","10","20","2020-09-03","N"
"LX136487","2020-09-03","26.5","28.5","4","27.5","26.5","28.5","2020-09-03","N"
"LX136497","2020-09-03","18","20","1","19","18","20","2020-09-03","N"
"LX136501","2020-09-03","64.924","67.766","8","66.345","64.924","67.766","2020-09-03","N"
"LX136502","2020-09-03","64.174","67.016","implied","65.595","64.174","67.016","2020-09-03","N"
"LX136503","2020-09-03","2.9","5.123","5","4.0115","2.9","5.123","2020-09-03","N"
"LX136505","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX136533","2020-09-03","93.873","94.873","implied","94.373","93.873","94.873","2020-09-03","N"
"LX136541","2020-09-03","36.5","40.5","2","38.5","36.5","40.5","2020-09-03","N"
"LX136612","2020-09-03","94.748","96.248","implied","95.498","94.748","96.248","2020-09-03","N"
"LX136618","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX136688","2020-09-03","31.2","36.6","5","33.9","31.2","36.6","2020-09-03","N"
"LX136719","2020-09-03","87","90","1","88.5","87","90","2020-09-03","N"
"LX136800","2020-09-03","99.5","100","1","99.75","99.5","100","2020-09-03","N"
"LX136871","2020-09-03","97.561","98.686","implied","98.1235","97.561","98.686","2020-09-03","N"
"LX136879","2020-09-03","89.321","91.179","7","90.25","89.321","91.179","2020-09-03","N"
"LX136884","2020-09-03","72.5","77.5","2","75","72.5","77.5","2020-09-03","N"
"LX136965","2020-09-03","62","72","1","67","62","72","2020-09-03","N"
"LX136967","2020-09-03","62","72","1","67","62","72","2020-09-03","N"
"LX136968","2020-09-03","62","72","1","67","62","72","2020-09-03","N"
"LX137083","2020-09-03","20.125","30.125","1","25.125","20.125","30.125","2020-09-03","N"
"LX137092","2020-09-03","98.805","99.305","implied","99.034","98.763","99.305","2020-09-03","N"
"LX137121","2020-09-03","52","54.5","5","53.25","52","54.5","2020-09-03","N"
"LX137123","2020-09-03","1","2","1","1.5","1","2","2020-09-03","N"
"LX137137","2020-09-03","30","32.667","3","31.3335","30","32.667","2020-09-03","N"
"LX137138","2020-09-03","5","10","1","7.5","5","10","2020-09-03","N"
"LX137153","2020-09-03","99","100","1","99.5","99","100","2020-09-03","N"
"LX137183","2020-09-03","89.25","91.25","1","90.25","89.25","91.25","2020-09-03","N"
"LX137246","2020-09-03","1","1.1","1","1.05","1","1.1","2020-09-03","N"
"LX137287","2020-09-03","89.25","91.25","1","90.25","89.25","91.25","2020-09-03","N"
"LX137290","2020-09-03","75","80","1","77.5","75","80","2020-09-03","N"
"LX137410","2020-09-03","81.038","86.038","implied","83.538","81.038","86.038","2020-09-03","N"
"LX137456","2020-09-03","5.25","6.25","1","5.75","5.25","6.25","2020-09-03","N"
"LX137475","2020-09-03","96.5","99.5","1","98","96.5","99.5","2020-09-03","N"
"LX137493","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137495","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137496","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137497","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137507","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137508","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137509","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137510","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137511","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137512","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137513","2020-09-03","97","99","1","98","97","99","2020-09-03","N"
"LX137516","2020-09-03","40","50","1","45","40","50","2020-09-03","N"
"LX137517","2020-09-03","0.07","0.095","2","0.0825","0.07","0.095","2020-09-03","N"
"LX137543","2020-09-03","93.873","94.873","implied","94.373","93.873","94.873","2020-09-03","N"
"LX137596","2020-09-03","0.375","2.375","1","1.375","0.375","2.375","2020-09-03","N"
"LX137625","2020-09-03","17","20","1","18.5","17","20","2020-09-03","N"
"LX137652","2020-09-03","63.083","68.667","3","65.875","63.083","68.667","2020-09-03","N"
"LX137741","2020-09-03","99.5","100.5","1","100","99.5","100.5","2020-09-03","N"
"LX137766","2020-09-03","14166.667","16833.333","3","15500","14166.667","16833.333","2020-09-03","N"
"LX137858","2020-09-03","79.5","84.5","1","82","79.5","84.5","2020-09-03","N"
"LX137890","2020-09-03","102","104","1","103","102","104","2020-09-03","N"
"LX137896","2020-09-03","99.25","99.75","1","99.5","99.25","99.75","2020-09-03","N"
"LX137951","2020-09-03","70.583","73.028","9","71.8055","70.583","73.028","2020-09-03","N"
"LX137952","2020-09-03","7.833","11.5","6","9.6665","7.833","11.5","2020-09-03","N"
"LX137953","2020-09-03","67.5","70.5","1","69","67.5","70.5","2020-09-03","N"
"LX137977","2020-09-03","44.375","46.875","2","45.625","44.375","46.875","2020-09-03","N"
"LX138102","2020-09-03","80","81","1","80.5","80","81","2020-09-03","N"
"LX138103","2020-09-03","62","65","2","63.5","62","65","2020-09-03","N"
"LX138122","2020-09-03","94.95","95.95","5","95.45","94.95","95.95","2020-09-03","N"
"LX138123","2020-09-03","76.25","80.75","5","78.5","76.25","80.75","2020-09-03","N"
"LX138127","2020-09-03","73.906","77.656","4","75.781","73.906","77.656","2020-09-03","N"
"LX138244","2020-09-03","91.5","95.5","1","93.5","91.5","95.5","2020-09-03","N"
"LX138292","2020-09-03","96","98","1","97","96","98","2020-09-03","N"
"LX138490","2020-09-03","770","820","2","795","770","820","2020-09-03","N"
"LX138508","2020-09-03","95.083","96.125","9","95.604","95.083","96.125","2020-09-03","N"
"LX138509","2020-09-03","88.313","90.813","4","89.563","88.313","90.813","2020-09-03","N"
"LX138544","2020-09-03","5","15","1","10","5","15","2020-09-03","N"
"LX138592","2020-09-03","0.23","0.38","1","0.305","0.23","0.38","2020-09-03","N"
"LX138704","2020-09-03","0.01","0.05","1","0.03","0.01","0.05","2020-09-03","N"
"LX139042","2020-09-03","97","98","1","97.5","97","98","2020-09-03","N"
"LX139129","2020-09-03","73.906","77.656","4","75.781","73.906","77.656","2020-09-03","N"
"LX139166","2020-09-03","0.03","0.07","1","0.05","0.03","0.07","2020-09-03","N"
"LX139229","2020-09-03","51.344","55.344","4","53.344","51.344","55.344","2020-09-03","N"
"LX139312","2020-09-03","97.875","99.125","3","98.5","97.875","99.125","2020-09-03","N"
"LX139313","2020-09-03","99.583","100.25","3","99.9165","99.583","100.25","2020-09-03","N"
"LX139314","2020-09-03","99.583","100.25","3","99.9165","99.583","100.25","2020-09-03","N"
"LX139315","2020-09-03","99.583","100.25","3","99.9165","99.583","100.25","2020-09-03","N"
"LX139671","2020-09-03","96.5","97.5","1","97","96.5","97.5","2020-09-03","N"
"LX139679","2020-09-03","98.925","100","5","99.4625","98.925","100","2020-09-03","N"
"LX139685","2020-09-03","99","100","1","99.5","99","100","2020-09-03","N"
"LX139738","2020-09-03","3.15","3.16","1","3.155","3.15","3.16","2020-09-03","N"
"LX139834","2020-09-03","100","101","1","100.5","100","101","2020-09-03","N"
"LX139851","2020-09-03","98.93","99.73","implied","99.33","98.93","99.73","2020-09-03","N"
"LX139901","2020-09-03","90","95","1","92.5","90","95","2020-09-03","N"
"LX139986","2020-09-03","99.5","100","1","99.75","99.5","100","2020-09-03","N"
"LX139993","2020-09-03","99.5","100","1","99.75","99.5","100","2020-09-03","N"
