LoanX ID,Mark Date,Bid,Offer,Depth,Evaluated Price,Close Bid,Close Offer,Close Date,Contributed
"LX135241","2020-08-26","85","90","1","87.5","85","90","2020-08-26","N"
"LX135245","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX135294","2020-08-26","450","850","1","650","450","850","2020-08-26","N"
"LX135318","2020-08-26","63.7","67.1","5","65.4","63.7","67.1","2020-08-26","N"
"LX135320","2020-08-26","2.688","8.313","8","5.1255","2.688","7.563","2020-08-26","N"
"LX135384","2020-08-26","13.583","15.861","9","14.722","13.583","15.861","2020-08-26","N"
"LX135388","2020-08-26","97.555","98.93","implied","98.2425","97.555","98.93","2020-08-26","N"
"LX135425","2020-08-26","97","98","1","97.5","97","98","2020-08-26","N"
"LX135585","2020-08-26","2","5","1","3.5","2","5","2020-08-26","N"
"LX135615","2020-08-26","95","97","1","96","95","97","2020-08-26","N"
"LX135616","2020-08-26","95","97","1","96","95","97","2020-08-26","N"
"LX135737","2020-08-26","46.625","50.375","8","48.5","46.625","50.375","2020-08-26","N"
"LX135757","2020-08-26","94.5","96","3","95.25","94.5","96","2020-08-26","N"
"LX135764","2020-08-26","77","80","4","78.5","77","80","2020-08-26","N"
"LX135885","2020-08-26","86","88","1","87","86","88","2020-08-26","N"
"LX135905","2020-08-26","94.328","95.349","3","94.8385","94.328","95.349","2020-08-26","N"
"LX135906","2020-08-26","79.5","85.5","4","82.5","79.5","85.5","2020-08-26","N"
"LX135908","2020-08-26","30","35","2","32.5","30","35","2020-08-26","N"
"LX135966","2020-08-26","99.5","100","1","99.75","99.5","100","2020-08-26","N"
"LX135981","2020-08-26","97","98","1","97.5","97","98","2020-08-26","N"
"LX135984","2020-08-26","95.657","96.657","implied","96.157","95.657","96.657","2020-08-26","N"
"LX136112","2020-08-26","3.406","4.344","4","3.875","3.406","4.344","2020-08-26","N"
"LX136233","2020-08-26","99.5","100","1","99.75","99.5","100","2020-08-26","N"
"LX136235","2020-08-26","97","98","1","97.5","97","98","2020-08-26","N"
"LX136309","2020-08-26","0.5","1","1","0.75","0.5","1","2020-08-26","N"
"LX136370","2020-08-26","16.104","19.104","6","17.604","16.104","19.104","2020-08-26","N"
"LX136419","2020-08-26","96","96.5","1","96.25","96","96.5","2020-08-26","N"
"LX136422","2020-08-26","96","96.5","1","96.25","96","96.5","2020-08-26","N"
"LX136454","2020-08-26","95","95","1","95","95","95","2020-08-26","N"
"LX136467","2020-08-26","10","20","1","15","10","20","2020-08-26","N"
"LX136487","2020-08-26","26.167","28.5","3","27.3335","26.167","28.5","2020-08-26","N"
"LX136497","2020-08-26","18","20","1","19","18","20","2020-08-26","N"
"LX136501","2020-08-26","65.299","67.766","8","66.5325","65.299","67.766","2020-08-26","N"
"LX136502","2020-08-26","64.549","67.016","implied","65.7825","64.549","67.016","2020-08-26","N"
"LX136503","2020-08-26","2.9","5.123","5","4.0115","2.9","5.123","2020-08-26","N"
"LX136505","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX136533","2020-08-26","91.936","93.248","implied","92.592","91.936","93.248","2020-08-26","N"
"LX136541","2020-08-26","61.6","67.2","5","64.4","61.6","67.2","2020-08-26","N"
"LX136612","2020-08-26","91.373","92.873","implied","92.123","91.373","92.873","2020-08-26","N"
"LX136618","2020-08-26","97","98","1","97.5","97","98","2020-08-26","N"
"LX136688","2020-08-26","30","35.4","5","32.7","30","35.4","2020-08-26","N"
"LX136719","2020-08-26","87","90","1","88.5","87","90","2020-08-26","N"
"LX136800","2020-08-26","99.5","100","1","99.75","99.5","100","2020-08-26","N"
"LX136871","2020-08-26","97.498","98.748","implied","98.123","97.498","98.748","2020-08-26","N"
"LX136879","2020-08-26","88.813","90.688","4","89.7505","88.813","90.688","2020-08-26","N"
"LX136884","2020-08-26","69.625","73.625","4","71.625","69.625","73.625","2020-08-26","N"
"LX136965","2020-08-26","62","72","1","67","62","72","2020-08-26","N"
"LX136967","2020-08-26","62","72","1","67","62","72","2020-08-26","N"
"LX136968","2020-08-26","62","72","1","67","62","72","2020-08-26","N"
"LX137083","2020-08-26","19.75","29.75","1","24.75","19.75","29.75","2020-08-26","N"
"LX137092","2020-08-26","98.43","99.274","implied","98.883","98.43","99.336","2020-08-26","N"
"LX137121","2020-08-26","52","54.5","5","53.25","52","54.5","2020-08-26","N"
"LX137123","2020-08-26","4","6","1","5","4","6","2020-08-26","N"
"LX137137","2020-08-26","28.326","30.488","5","29.407","28.326","30.488","2020-08-26","N"
"LX137138","2020-08-26","11.25","14.75","4","13","11.25","14.75","2020-08-26","N"
"LX137153","2020-08-26","99","100","1","99.5","99","100","2020-08-26","N"
"LX137183","2020-08-26","88.75","90.75","1","89.75","88.75","90.75","2020-08-26","N"
"LX137246","2020-08-26","1","1.1","1","1.05","1","1.1","2020-08-26","N"
"LX137287","2020-08-26","88.75","90.75","1","89.75","88.75","90.75","2020-08-26","N"
"LX137290","2020-08-26","70","74.25","4","72.125","70","74.25","2020-08-26","N"
"LX137410","2020-08-26","80.663","85.663","implied","83.163","80.663","85.663","2020-08-26","N"
"LX137456","2020-08-26","5.25","6.25","1","5.75","5.25","6.25","2020-08-26","N"
"LX137475","2020-08-26","96.5","99.5","1","98","96.5","99.5","2020-08-26","N"
"LX137493","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137495","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137496","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137497","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137507","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137508","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137509","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137510","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137511","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137512","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137513","2020-08-26","97","99","1","98","97","99","2020-08-26","N"
"LX137516","2020-08-26","40","50","1","45","40","50","2020-08-26","N"
"LX137517","2020-08-26","0.07","0.095","2","0.0825","0.07","0.095","2020-08-26","N"
"LX137543","2020-08-26","93.873","94.873","implied","94.373","93.873","94.873","2020-08-26","N"
"LX137596","2020-08-26","0","2","1","1","0","2","2020-08-26","N"
"LX137625","2020-08-26","17","20","1","18.5","17","20","2020-08-26","N"
"LX137652","2020-08-26","63.333","68.667","3","66","63.333","68.667","2020-08-26","N"
"LX137741","2020-08-26","99.25","100.25","1","99.75","99.25","100.25","2020-08-26","N"
"LX137766","2020-08-26","13750","16500","2","15125","13750","16500","2020-08-26","N"
"LX137858","2020-08-26","77.75","82.75","2","80.25","77.75","82.75","2020-08-26","N"
"LX137890","2020-08-26","98.25","100.5","1","99.375","98.25","100.5","2020-08-26","N"
"LX137896","2020-08-26","98.125","98.5","1","98.3125","98.125","98.5","2020-08-26","N"
"LX137951","2020-08-26","69.5","71.667","6","70.5835","69.5","71.667","2020-08-26","N"
"LX137952","2020-08-26","7.167","10.5","6","8.8335","7.167","10.5","2020-08-26","N"
"LX137953","2020-08-26","68","71","1","69.5","68","71","2020-08-26","N"
"LX137977","2020-08-26","44.375","46.875","2","45.625","44.375","46.875","2020-08-26","N"
"LX138102","2020-08-26","80","81","1","76.25","75","77.5","2020-08-26","N"
"LX138103","2020-08-26","63","65","1","64","63","65","2020-08-26","N"
"LX138122","2020-08-26","94.688","95.844","4","95.266","94.688","95.844","2020-08-26","N"
"LX138123","2020-08-26","76","80.775","5","78.3875","76","80.775","2020-08-26","N"
"LX138127","2020-08-26","72.969","76.969","4","74.969","72.969","76.969","2020-08-26","N"
"LX138244","2020-08-26","82","85","3","83.5","82","85","2020-08-26","N"
"LX138292","2020-08-26","96","98","1","97","96","98","2020-08-26","N"
"LX138490","2020-08-26","705","762.5","2","733.75","705","762.5","2020-08-26","N"
"LX138508","2020-08-26","94.65","96.025","10","95.3375","94.65","96.025","2020-08-26","N"
"LX138509","2020-08-26","84.95","87.938","10","86.444","84.95","87.938","2020-08-26","N"
"LX138544","2020-08-26","5","15","1","10","5","15","2020-08-26","N"
"LX138592","2020-08-26","0.23","0.38","1","0.305","0.23","0.38","2020-08-26","N"
"LX138704","2020-08-26","0.01","0.05","1","0.03","0.01","0.05","2020-08-26","N"
"LX139042","2020-08-26","97","98","1","97.5","97","98","2020-08-26","N"
"LX139129","2020-08-26","72.969","76.969","4","74.969","72.969","76.969","2020-08-26","N"
"LX139166","2020-08-26","0.075","0.079","1","0.077","0.075","0.079","2020-08-26","N"
"LX139229","2020-08-26","53","56","4","54.5","53","56","2020-08-26","N"
"LX139312","2020-08-26","97.958","98.917","3","98.4375","97.958","98.917","2020-08-26","N"
"LX139313","2020-08-26","99.5","100.417","3","99.9585","99.5","100.417","2020-08-26","N"
"LX139314","2020-08-26","99.5","100.417","3","99.9585","99.5","100.417","2020-08-26","N"
"LX139315","2020-08-26","99.5","100.417","3","99.9585","99.5","100.417","2020-08-26","N"
"LX139671","2020-08-26","96.5","97.5","1","97","96.5","97.5","2020-08-26","N"
"LX139679","2020-08-26","98.45","99.725","5","98.9845","98.25","99.719","2020-08-26","N"
"LX139738","2020-08-26","2.9","2.92","1","2.91","2.9","2.92","2020-08-26","N"
"LX139834","2020-08-26","100","101","1","100.5","100","101","2020-08-26","N"
"LX139851","2020-08-26","98.388","99.222","implied","98.805","98.388","99.222","2020-08-26","N"
"LX139901","2020-08-26","90","95","1","92.5","90","95","2020-08-26","N"
"LX139986","2020-08-26","99.5","100","1","99.75","99.5","100","2020-08-26","N"
"LX139993","2020-08-26","99.5","100","1","99.75","99.5","100","2020-08-26","N"
"LX140038","2020-08-26","79.917","83.583","3","81.75","79.917","83.583","2020-08-26","N"
"LX140039","2020-08-26","75.83","79.496","implied","77.663","75.83","79.496","2020-08-26","N"
"LX140044","2020-08-26","95.282","96.907","implied","96.0945","95.282","96.907","2020-08-26","N"
"LX140105","2020-08-26","2.5","5.5","1","4","2.5","5.5","2020-08-26","N"
"LX140132","2020-08-26","2.5","5.5","1","4","2.5","5.5","2020-08-26","N"
"LX140271","2020-08-26","98.5","100","2","99.25","98.5","100","2020-08-26","N"
"LX140273","2020-08-26","98.182","99.682","implied","98.932","98.182","99.682","2020-08-26","N"
"LX140299","2020-08-26","83","88","1","85.5","83","88","2020-08-26","N"
"LX140315","2020-08-26","97.125","97.875","1","97.5","97.125","97.875","2020-08-26","N"
"LX140338","2020-08-26","2.5","5.5","1","4","2.5","5.5","2020-08-26","N"
"LX140339","2020-08-26","2.5","5.5","1","4","2.5","5.5","2020-08-26","N"
